               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.12776,            0.053248,            0.052513,                   0,                   0,                   0,                   0,             0.12969,            0.038659,            0.054199,              0.0982,              0.0002,              0.0002
                   1,              0.1265,            0.039804,            0.053354,                   0,                   0,                   0,                   0,             0.12744,            0.037666,            0.053216,            0.095495,          0.00049505,          0.00049505
                   2,             0.12361,            0.044948,             0.05094,          0.00035971,           0.0090909,          0.00019229,          5.7688e-05,             0.12428,            0.037219,            0.051454,            0.092784,          0.00078416,          0.00078416
                   3,             0.12086,            0.043104,             0.04998,           0.0015408,            0.045455,           0.0012364,          0.00027495,             0.12022,            0.037171,            0.049354,            0.090067,           0.0010673,           0.0010673
                   4,             0.11653,            0.045867,            0.047598,           0.0016238,            0.054545,           0.0067531,           0.0011065,              0.1161,            0.037293,            0.046894,            0.087345,           0.0013446,           0.0013446
                   5,             0.11416,            0.049305,            0.045592,           0.0020049,            0.089192,            0.011912,           0.0037523,             0.11399,            0.037075,            0.044221,            0.084616,           0.0016158,           0.0016158
                   6,             0.10974,            0.046497,            0.044459,           0.0030422,             0.13535,            0.035504,            0.010374,             0.11068,            0.036933,            0.041561,            0.081881,           0.0018812,           0.0018812
                   7,             0.10952,            0.033596,            0.042082,           0.0031462,             0.17051,           0.0095006,           0.0017822,             0.10854,              0.0369,             0.03937,            0.079141,           0.0021406,           0.0021406
                   8,             0.10502,            0.043718,            0.040987,           0.0033286,             0.18444,            0.037336,           0.0087181,             0.10791,            0.036068,            0.037223,            0.076394,           0.0023941,           0.0023941
                   9,             0.10011,            0.045933,            0.038821,            0.012025,                 0.1,            0.032083,            0.008896,             0.10582,            0.036111,             0.03515,            0.073642,           0.0026416,           0.0026416
                  10,             0.10304,            0.035676,            0.036599,             0.64335,            0.027273,            0.018234,           0.0056246,             0.10323,            0.036275,            0.033791,            0.070883,           0.0028832,           0.0028832
                  11,            0.098135,            0.043493,             0.03463,             0.64704,            0.027273,            0.023462,           0.0089903,             0.11064,             0.03534,            0.033033,            0.068119,           0.0031189,           0.0031189
                  12,            0.099147,            0.043026,            0.035329,             0.63141,            0.054545,            0.039826,            0.016135,            0.099956,            0.037535,            0.032379,            0.065349,           0.0033486,           0.0033486
                  13,            0.093548,            0.039304,             0.03385,             0.67487,            0.036364,            0.074749,            0.031852,            0.098189,            0.042136,            0.031976,            0.062572,           0.0035723,           0.0035723
                  14,            0.094055,            0.047042,            0.033557,            0.090844,             0.14778,            0.082086,            0.028276,             0.10273,            0.048818,            0.031577,             0.05979,           0.0037902,           0.0037902
                  15,            0.090571,            0.041196,            0.030572,              0.2984,             0.27505,             0.09811,            0.036745,            0.096958,            0.049089,            0.030689,            0.057002,           0.0040021,           0.0040021
                  16,            0.092264,            0.034006,            0.028353,              0.2877,             0.19799,            0.082228,             0.02928,             0.10802,            0.046509,            0.030353,            0.054208,            0.004208,            0.004208
                  17,             0.09618,            0.033333,            0.033755,             0.34204,             0.26365,             0.14418,            0.058493,             0.10069,            0.039645,            0.029678,            0.051408,            0.004408,            0.004408
                  18,            0.088105,            0.039446,            0.030358,             0.31391,             0.24192,            0.097575,            0.037698,            0.092084,            0.039878,            0.029304,            0.048602,           0.0046021,           0.0046021
                  19,            0.088121,            0.032947,            0.030107,              0.3219,             0.27212,             0.10307,            0.029463,            0.096924,            0.036011,            0.029193,             0.04579,           0.0047902,           0.0047902
                  20,            0.089569,             0.03946,            0.029924,              0.3706,             0.28101,             0.15067,            0.046794,            0.095797,            0.036933,            0.029053,            0.042972,           0.0049724,           0.0049724
                  21,            0.088627,            0.039247,            0.030279,             0.35686,             0.27662,             0.12963,            0.041104,            0.095575,            0.037667,            0.028727,            0.040149,           0.0051487,           0.0051487
                  22,             0.08875,            0.036749,            0.027989,             0.29119,             0.24657,              0.1011,            0.029605,              0.1014,             0.03644,            0.028761,            0.037319,            0.005319,            0.005319
                  23,            0.088767,            0.043509,             0.02909,             0.68738,             0.16061,             0.12764,            0.038341,              0.1005,            0.038082,            0.028589,            0.034483,           0.0054833,           0.0054833
                  24,            0.087228,            0.037096,            0.027317,             0.33714,             0.30222,             0.13611,            0.041747,            0.092658,            0.038433,            0.028264,            0.031642,           0.0056418,           0.0056418
                  25,            0.087572,            0.038183,            0.029113,             0.28835,              0.2604,            0.095499,             0.03304,            0.099012,            0.034734,            0.028113,            0.028794,           0.0057942,           0.0057942
                  26,            0.089401,            0.037952,            0.027512,             0.28099,             0.27897,              0.1002,            0.029554,            0.096545,            0.034414,            0.028006,            0.025941,           0.0059408,           0.0059408
                  27,            0.089651,             0.03569,            0.028758,             0.33589,             0.34414,             0.17522,            0.062874,            0.088557,            0.034353,            0.028283,            0.023081,           0.0060814,           0.0060814
                  28,            0.083703,            0.030504,            0.026983,             0.50115,             0.26901,             0.10601,            0.031613,            0.094332,            0.035697,            0.028133,            0.020216,           0.0062161,           0.0062161
                  29,            0.081669,            0.034329,             0.02617,             0.75835,             0.10304,             0.13231,             0.04363,            0.093289,            0.036534,            0.028171,            0.017345,           0.0063448,           0.0063448
                  30,            0.084774,            0.034035,            0.025732,              0.3338,             0.30594,             0.14501,            0.046241,            0.091831,            0.033431,            0.027837,            0.014468,           0.0064676,           0.0064676
                  31,            0.084766,             0.03752,            0.026243,             0.29255,             0.30466,             0.10747,            0.035152,            0.093324,            0.035794,            0.028058,            0.011584,           0.0065844,           0.0065844
                  32,            0.085782,             0.02901,            0.025922,             0.75849,             0.12424,             0.16482,            0.060447,            0.092206,            0.031251,            0.028094,           0.0086954,           0.0066954,           0.0066954
                  33,            0.082613,            0.035264,            0.026406,             0.34891,             0.29395,             0.18941,            0.048984,            0.096908,            0.031886,            0.028003,            0.006733,            0.006733,            0.006733
