               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  19,            0.081278,            0.043918,            0.028975,             0.36986,             0.22365,             0.19971,             0.06054,             0.08021,            0.037986,            0.027039,            0.005545,            0.005545,            0.005545
                  20,            0.083797,            0.038415,            0.026668,             0.37578,             0.27688,             0.18822,            0.064733,            0.080274,            0.036829,             0.02684,           0.0052975,           0.0052975,           0.0052975
                  21,            0.081353,             0.03714,            0.028028,             0.77976,             0.12876,             0.16365,            0.062059,            0.082745,            0.036693,            0.026739,             0.00505,             0.00505,             0.00505
                  22,            0.083265,             0.03704,            0.028262,             0.36964,             0.27134,             0.20214,             0.07678,            0.077668,            0.036228,            0.026753,           0.0048025,           0.0048025,           0.0048025
                  23,            0.078035,            0.036997,            0.027956,             0.38404,             0.26947,             0.20059,            0.079529,            0.076791,             0.03575,            0.026692,            0.004555,            0.004555,            0.004555
                  24,            0.076282,            0.036514,            0.028526,             0.43697,             0.21924,             0.18082,            0.055174,            0.078769,            0.034879,            0.026603,           0.0043075,           0.0043075,           0.0043075
                  25,            0.077781,            0.027209,            0.025251,             0.45759,             0.22141,             0.23867,            0.093889,            0.076671,            0.034472,            0.026501,             0.00406,             0.00406,             0.00406
                  26,            0.073716,            0.035772,            0.027269,             0.44955,             0.24952,             0.22698,            0.081915,            0.076813,            0.034452,            0.026579,           0.0038125,           0.0038125,           0.0038125
                  27,            0.075008,            0.030131,            0.025175,             0.47901,             0.21499,             0.19206,            0.080099,            0.074202,            0.034291,            0.026586,            0.003565,            0.003565,            0.003565
                  28,            0.072378,            0.035604,            0.024175,              0.5881,             0.20547,             0.21801,            0.085148,            0.071816,            0.034852,            0.026594,           0.0033175,           0.0033175,           0.0033175
                  29,            0.071377,            0.035993,            0.023801,             0.51949,             0.21499,             0.22622,            0.092414,            0.071542,            0.034648,             0.02662,             0.00307,             0.00307,             0.00307
                  30,            0.072378,            0.031892,            0.023277,             0.52601,             0.18794,             0.23515,            0.088694,            0.073613,            0.034302,            0.026533,           0.0028225,           0.0028225,           0.0028225
                  31,            0.071531,            0.033071,            0.026399,             0.56163,             0.21801,             0.22637,            0.089997,            0.071254,            0.034035,            0.026413,            0.002575,            0.002575,            0.002575
                  32,             0.07033,            0.027892,            0.024097,             0.59919,             0.20636,             0.23386,             0.10052,            0.069255,            0.034275,            0.026226,           0.0023275,           0.0023275,           0.0023275
                  33,             0.07029,            0.028536,             0.02647,             0.60738,             0.21667,             0.23914,             0.10109,            0.069172,            0.034319,            0.026207,             0.00208,             0.00208,             0.00208
                  34,            0.070001,            0.037151,            0.025231,              0.6591,             0.21644,             0.25561,             0.11969,            0.069124,            0.034206,            0.026116,           0.0018325,           0.0018325,           0.0018325
                  35,            0.070304,            0.035282,            0.025187,             0.67118,             0.22973,             0.26063,             0.12026,            0.068699,            0.034208,            0.025947,            0.001585,            0.001585,            0.001585
                  36,            0.070173,            0.038011,             0.02681,             0.66688,             0.22604,             0.27166,             0.12205,            0.068717,            0.034248,            0.025909,           0.0013375,           0.0013375,           0.0013375
                  37,             0.06964,            0.038633,            0.027894,             0.66781,             0.22604,             0.27533,             0.12241,            0.068825,            0.034345,            0.025895,             0.00109,             0.00109,             0.00109
                  38,                0.07,            0.034677,            0.024553,             0.64794,             0.23556,             0.26633,             0.11977,            0.067854,            0.034243,            0.025867,           0.0008425,           0.0008425,           0.0008425
                  39,            0.065315,            0.033797,            0.024783,             0.65688,             0.23556,             0.26545,             0.11996,            0.067851,            0.033988,            0.025847,            0.000595,            0.000595,            0.000595
