               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  37,            0.067142,            0.032679,            0.023366,             0.45698,             0.36603,             0.29369,              0.1334,            0.078297,            0.045025,            0.028732,            0.002872,            0.002872,            0.002872
                  38,            0.068448,            0.036198,            0.025488,             0.51105,             0.41682,             0.36607,                0.15,            0.075024,            0.044936,            0.028801,            0.002674,            0.002674,            0.002674
                  39,            0.066073,             0.02902,            0.021261,             0.59216,             0.33921,             0.34208,             0.16108,            0.074453,            0.044928,             0.02874,            0.002476,            0.002476,            0.002476
                  40,             0.06783,            0.025061,            0.025107,             0.57247,             0.36609,              0.3319,             0.15312,            0.075264,            0.044533,            0.028613,            0.002278,            0.002278,            0.002278
                  41,            0.068168,            0.033906,            0.025744,             0.60184,             0.36462,             0.34352,             0.16674,            0.073607,            0.044184,            0.028558,             0.00208,             0.00208,             0.00208
                  42,             0.06506,            0.032861,             0.02401,             0.59816,             0.36002,             0.34114,             0.16214,            0.074723,            0.043638,            0.028445,            0.001882,            0.001882,            0.001882
                  43,            0.065741,            0.030496,            0.024258,             0.61266,             0.33964,             0.33945,             0.15821,            0.074278,            0.043048,            0.028397,            0.001684,            0.001684,            0.001684
                  44,            0.064892,            0.032625,            0.024029,             0.59747,             0.35529,               0.373,             0.16591,            0.073007,            0.043235,            0.028367,            0.001486,            0.001486,            0.001486
                  45,            0.064012,            0.031504,            0.021459,             0.52386,             0.37152,             0.34762,             0.16865,            0.073325,            0.043413,            0.028163,            0.001288,            0.001288,            0.001288
                  46,            0.066058,            0.032563,            0.023652,             0.53435,             0.41684,             0.37927,             0.17533,            0.072598,            0.043538,            0.028133,             0.00109,             0.00109,             0.00109
                  47,            0.064331,            0.035388,            0.024939,             0.56632,             0.38915,             0.36943,             0.17476,            0.072252,            0.043566,            0.027999,            0.000892,            0.000892,            0.000892
                  48,            0.063328,            0.029769,            0.023776,             0.54368,             0.35084,             0.37054,             0.17767,             0.07237,            0.043224,            0.027988,            0.000694,            0.000694,            0.000694
                  49,            0.063809,            0.030604,            0.023652,             0.56931,             0.36726,             0.38016,             0.18278,            0.072104,            0.043244,            0.027972,            0.000496,            0.000496,            0.000496
